predicate	count	label	description
http://www.wikidata.org/prop/direct/p1436	70	collection or exhibition size	number of items in a collection or exhibition
http://www.wikidata.org/prop/direct/p2003	70	Instagram username	item's username on Instagram
http://www.wikidata.org/prop/direct/p1566	62	GeoNames ID	identifier in the GeoNames geographical database
http://www.wikidata.org/prop/direct/p3065	62	RERO ID (legacy)	identifier in the Library network of Western Switzerland's RERO database
http://www.wikidata.org/prop/direct/p11686	61	University of Barcelona authority ID	register of authorities of the University of Barcelona
http://www.wikidata.org/prop/direct/p9984	60	CANTIC ID	identifier for authority control managed by the Library of Catalonia
http://www.wikidata.org/prop/direct/p409	59	Libraries Australia ID	identifier issued by the National Library of Australia. VIAF component. Format: 1-12 digits, removing leading zero-padding.
http://www.wikidata.org/prop/direct/p1417	58	Encyclopædia Britannica Online ID	identifier for an article in the online version of Encyclopædia Britannica
http://www.wikidata.org/prop/direct/p3500	58	Ringgold ID	identifier for organisations in the publishing industry supply chain
http://www.wikidata.org/prop/direct/p4702	56	Google Arts & Culture partner ID	identifier for a museum or other partner on the Google Arts & Culture website
http://www.wikidata.org/prop/direct/p1207	55	NUKAT ID	identifier for authority control in the Center of Warsaw University Library catalog
http://www.wikidata.org/prop/direct/p4146	55	Athenaeum museum ID	museum or other repository/source id in work Athenaeum artworks
http://www.wikidata.org/prop/direct/p9964	54	Kalliope-Verbund (GND) ID	identifier for an entity in the Kalliope-Verbund database
http://www.wikidata.org/prop/direct/p3134	53	TripAdvisor ID	identifier of a place (region, hotel, restaurant, attraction), in TripAdvisor
http://www.wikidata.org/prop/direct/p2186	51	Wiki Loves Monuments ID	unique ID for the monuments included in Wiki Loves Monuments national lists
http://www.wikidata.org/prop/direct/p2397	51	YouTube channel ID	ID of the YouTube channel of a person or organisation (not to be confused with the name of the channel) The ID can also be used for music.youtube.com IDs
http://www.wikidata.org/prop/direct/p3977	50	Songkick venue ID	identifier for a venue, on Songkick
http://www.wikidata.org/prop/direct/p1015	49	BIBSYS ID	Norwegian Authority File: Persons and Corporate Bodies
http://www.wikidata.org/prop/direct/p3417	49	Quora topic ID	identifier for a topic on Quora (English language version)
http://www.wikidata.org/prop/direct/p8179	49	Canadiana Name Authority ID	system control number used in the Canadiana Name Authority File, format: 
http://www.wikidata.org/prop/direct/p6375	47	street address	full street address where subject is located. Include building number, city/locality, post code, but not country; use also P669 if the street has its own separate item
http://www.wikidata.org/prop/direct/p6125	46	number of volunteers	number of people who volunteer for an organization at a particular time
http://www.wikidata.org/prop/direct/p5383	45	archINFORM project ID	identifier for a project on the archINFORM website
http://www.wikidata.org/prop/direct/p950	45	National Library of Spain SpMaBN ID (BNE v1.0)	semi-deprecated control number of the National Library of Spain catalog powered by Symphony. Format for persons: 
http://www.wikidata.org/prop/direct/p6782	44	ROR ID	identifier for the Research Organization Registry
http://www.wikidata.org/prop/direct/p2427	43	GRID ID	institutional identifier from the GRID.ac global research identifier database
http://www.wikidata.org/prop/direct/p3987	43	SHARE Catalogue author ID	identifier for authors in SHARE Catalogue, a linked data federated catalogue of several Southern Italy universities
http://www.wikidata.org/prop/direct/p5782	42	DBUnico MIBACT ID	database identifier from the Italian Ministry MIBACT (DBUnico 2.0)
http://www.wikidata.org/prop/direct/p935	41	Commons gallery	name of the Wikimedia Commons gallery page(s) related to this item (is suitable to allow multiple links to more gallery pages)
http://www.wikidata.org/prop/direct/p8034	39	Vatican Library VcBA ID	authority control for a subject on the website opac.vatlib.it of the Vatican Library. Format 3 digits + 
http://www.wikidata.org/prop/direct/p11693	38	OpenStreetMap node ID	ID of a node in OpenStreetMap for the item
http://www.wikidata.org/prop/direct/p2671	38	Google Knowledge Graph ID	identifier for Google Knowledge Graph API, starting with 
http://www.wikidata.org/prop/direct/p12187	36	Thesaurus Linguae Aegyptiae thesaurus ID	identifier for a metadata thesaurus entry in the Thesaurus Linguae Aegyptiae
http://www.wikidata.org/prop/direct/p2900	36	fax number	telephone number of a facsimile line
http://www.wikidata.org/prop/direct/p402	35	OpenStreetMap relation ID	identifier for a relation in OpenStreetMap
http://www.wikidata.org/prop/direct/p3749	33	Google Maps Customer ID	in Google Maps, Customer identifier for a place
http://www.wikidata.org/prop/direct/p1273	32	CANTIC ID (former scheme)	old identifier for authority control managed by the Library of Catalonia. Format: 
http://www.wikidata.org/prop/direct/p1315	32	NLA Trove people ID	identifier for people or organizations per National Library of Australia (see also P409 for the older Libraries Australia identifier). Format: 5 to 7 digits.
http://www.wikidata.org/prop/direct/p6698	31	Japan Search name ID	identifier in the Japan Search portal
http://www.wikidata.org/prop/direct/p7293	31	National Library of Poland MMS ID	National Library of Poland record no. identifier. Format: 
http://www.wikidata.org/prop/direct/p5490	30	artist-info location ID	identifier in the artist-info location database of exhibition records
http://www.wikidata.org/prop/direct/p1368	29	National Library of Latvia ID	identifier assigned by the National Library of Latvia
http://www.wikidata.org/prop/direct/p10227	28	National Library of Ireland ID	identifier of a National Library of Ireland authority record
http://www.wikidata.org/prop/direct/p11729	28	Kulturenvanteri monument ID	numerical identifier for a monument or heritage site in the Kulturenvanteri.com database of Turkey
http://www.wikidata.org/prop/direct/p539	27	Museofile ID	identifier for a museum in the Museofile database of the French ministry of culture
http://www.wikidata.org/prop/direct/p10565	26	Encyclopedia of China (Third Edition) ID	identifier for an article in the online version of Encyclopedia of China (third edition)
http://www.wikidata.org/prop/direct/p4839	26	Wolfram Language entity code	input form for an entity in Wolfram Language
http://www.wikidata.org/prop/direct/p13092	25	KISTI ID	institute identifier issued by the Korea Institute of Science & Technology Information
http://www.wikidata.org/prop/direct/p7699	25	National Library of Lithuania ID	authority id at the National Library of Lithuania, part of VIAF (code LIH)
http://www.wikidata.org/prop/direct/p8313	25	Lex ID	identifier of an article in the online encyclopedia.lex.dk
http://www.wikidata.org/prop/direct/p9918	25	Kallías ID	identifier in Kallías, the catalog of the German Literature Archive Marbach (DLA Marbach)
http://www.wikidata.org/prop/direct/p1004	24	MusicBrainz place ID	Identifier for a place in the MusicBrainz open music encyclopedia
http://www.wikidata.org/prop/direct/p2555	24	fee	fee or toll payable to use, transit or enter the subject (only for one-time fees, do NOT use it for an ongoing fee, tuition fee or trading fee)
http://www.wikidata.org/prop/direct/p2924	24	Great Russian Encyclopedia Online ID (2017)	identifier for an entry on old.bigenc.ru, the official site of the Great Russian Encyclopedia Online 2014–2017 (current version of bigenc.ru is P11514)
http://www.wikidata.org/prop/direct/p7772	24	Atlas Obscura place ID	identifier for places on the Atlas Obscura website
http://www.wikidata.org/prop/direct/p349	23	NDL Authority ID	identifier for authority control per the National Diet Library of Japan
http://www.wikidata.org/prop/direct/p9495	23	National Historical Museums of Sweden ID	authority identification for an entry in the collections of the National Historical Museums of Sweden
http://www.wikidata.org/prop/direct/p12674	22	Kunstenpunt Knowledge Graph ID	identifier in the Flanders Arts Institute database for performing arts
http://www.wikidata.org/prop/direct/p454	22	Structurae structure ID	identifier for a building in the Structurae database
http://www.wikidata.org/prop/direct/p5587	22	Libris-URI	identifier for an item in the catalogue of the Swedish National Library
http://www.wikidata.org/prop/direct/p791	22	ISIL	identifier for a library or related organization
http://www.wikidata.org/prop/direct/p1005	21	Portuguese National Library author ID	identifier for an author in the Biblioteca Nacional de Portugal
http://www.wikidata.org/prop/direct/p1017	21	Vatican Library ID (former scheme)	historical identifier for authority control used at the Vatican Library. Format: 
http://www.wikidata.org/prop/direct/p11245	21	YouTube handle	unique identifier of a person, organization or channel on YouTube; do not include the 
http://www.wikidata.org/prop/direct/p5164	21	Flanders Arts Institute organisation ID (former scheme)	identifier of an organisation in the Flanders Arts Institute database for performing arts
http://www.wikidata.org/prop/direct/p6366	21	Microsoft Academic ID (discontinued)	identifier for an object or topic in the Microsoft Academic Graph (until 31 December 2021)
http://www.wikidata.org/prop/direct/p12597	20	museum-digital ID	identification of a person or institution in the vocabulary of the digital museum
http://www.wikidata.org/prop/direct/p13249	20	Museum Data Service museum ID	identifier for a museum or museum collection in the UK (also Channel Islands and Isle of Man), in the MDS database
http://www.wikidata.org/prop/direct/p2581	20	BabelNet ID	ID in BabelNet encyclopedic dictionary
http://www.wikidata.org/prop/direct/p648	20	Open Library ID	identifier for a work (
http://www.wikidata.org/prop/direct/p10873	19	Mapping Museums ID	identifier for a UK museum existing in the 1960 to 2022 period, in Mapping Museums database
http://www.wikidata.org/prop/direct/p1602	19	Art UK venue ID	authority control identifier for venues housing art, in the UK
http://www.wikidata.org/prop/direct/p1711	19	British Museum person or institution ID	identifier for a person or institution in the British Museum person-institution thesaurus
http://www.wikidata.org/prop/direct/p3630	19	Babelio author ID	identifier for an author on the literature website Babelio
http://www.wikidata.org/prop/direct/p8168	19	FactGrid item ID	identifier for an item in FactGrid
http://www.wikidata.org/prop/direct/p1375	18	NSK (VIAF) ID	identifier for an item in the National and University Library in Zagreb (including leading zeroes), used in VIAF
http://www.wikidata.org/prop/direct/p1705	18	native label	label for the items in their official language or their original language
http://www.wikidata.org/prop/direct/p3222	18	NE.se ID	ID of article on the Swedish Nationalencyklopedin (NE.se) site
http://www.wikidata.org/prop/direct/p9756	18	Schoenberg Database of Manuscripts name ID	identifier for an agent (person or corporate body) in the Schoenberg Database of Manuscripts
http://www.wikidata.org/prop/direct/p12800	17	Vikidia article ID	identifier for an article on Vikidia (format 
http://www.wikidata.org/prop/direct/p13818	17	AGORHA UUID	item ID in the AGORHA database (INHA)
http://www.wikidata.org/prop/direct/p2163	17	FAST ID	authority control identifier in WorldCat's “FAST Linked Data” authority file
http://www.wikidata.org/prop/direct/p4342	17	Great Norwegian Encyclopedia ID	identifier of an article in the online encyclopedia snl.no
http://www.wikidata.org/prop/direct/p5432	17	setlist.fm venue ID	identifier for a music venue at Setlist.fm
http://www.wikidata.org/prop/direct/p906	17	SELIBR ID	identifier per National Library of Sweden Libris library catalog
http://www.wikidata.org/prop/direct/p10283	16	OpenAlex ID	identifier for works, grants, authors, institutes, venues, concepts/subjects in OpenAlex
http://www.wikidata.org/prop/direct/p1297	16	IRS Employer Identification Number	number given to businesses and charities by the United States Internal Revenue Service
http://www.wikidata.org/prop/direct/p4399	16	Itaú Cultural ID	unique identifier for a entity in the Itaú Cultural Encyclopedia website
http://www.wikidata.org/prop/direct/p4553	16	RA Collections ID	identifier for an entry in the collections database of the Royal Academy of Arts, London
http://www.wikidata.org/prop/direct/p5763	16	Directorio de Museos y Colecciones de España ID	identifier for a museum on the Directorio de Museos y Colecciones de España website
http://www.wikidata.org/prop/direct/p6379	16	has works in the collection	collection that has works of this person or organisation (use archives at [P485] for archives)
http://www.wikidata.org/prop/direct/p396	15	SBN author ID	identifier issued by National Library Service (SBN) of Italy
http://www.wikidata.org/prop/direct/p4619	15	National Library of Brazil ID	identifier for an element in the database of the National Library of Brazil
http://www.wikidata.org/prop/direct/p4861	15	Charity Navigator ID (obsolete)	identifier for a charitable organisation in the United States, formerly in the Charity Navigator database (deprecated, the website now uses the IRS EIN (P1297))
http://www.wikidata.org/prop/direct/p12385	14	Gran Enciclopèdia Catalana ID	identifier for an item in the Gran Enciclopèdia Catalana
http://www.wikidata.org/prop/direct/p1296	14	Gran Enciclopèdia Catalana ID (former scheme)	identifier for an item in the Gran Enciclopèdia Catalana. Replaced with 
http://www.wikidata.org/prop/direct/p3836	14	Pinterest username	username of the Pinterest account of a person or an organization
http://www.wikidata.org/prop/direct/p4527	14	UK Parliament thesaurus ID	identifier in the thesaurus of subject headings maintained by the librarians in the House of Commons in the UK
http://www.wikidata.org/prop/direct/p12086	13	WikiKids ID	identifier of the article on WikiKids
http://www.wikidata.org/prop/direct/p3280	13	BAnQ authority ID	identifier for an authority record for authors, works, and subject headings in the Bibliothèque et Archives nationales du Québec (BAnQ).
http://www.wikidata.org/prop/direct/p11514	12	Great Russian Encyclopedia portal ID	identifier of an entry on the web portal based on the Great Russian Encyclopedia (for the older version of encyclopedia use P2924)
http://www.wikidata.org/prop/direct/p1949	12	CulturaItalia ID	identification number for the CulturaItalia LOD section
http://www.wikidata.org/prop/direct/p3219	12	Encyclopædia Universalis ID	identifier for an article in the online version of Encyclopædia Universalis
http://www.wikidata.org/prop/direct/p3348	12	National Library of Greece ID	authority ID from the National Library of Greece Authority Records
http://www.wikidata.org/prop/direct/p3393	12	LittleSis organization ID	organisation in the LittleSis who-knows-who of government and business database
http://www.wikidata.org/prop/direct/p3544	12	Te Papa agent ID	identifier assigned to a person or organisation by the Museum of New Zealand Te Papa Tongarewa
http://www.wikidata.org/prop/direct/p3642	12	ARCHON code	unique number used to identify archival collection locations within the UK and key global repositories holding collections relating to British history
http://www.wikidata.org/prop/direct/p4264	12	LinkedIn company or organization ID	identifier for an official company, school, organisation page, or showcase page, on LinkedIn
http://www.wikidata.org/prop/direct/p4808	12	Royal Academy ID	new (2018) identifier for a person (or sometimes a thing) in the collections and archives of the Royal Academy, London
http://www.wikidata.org/prop/direct/p5436	12	number of viewers/listeners	number of viewers of a television or broadcasting program; web traffic on websites
http://www.wikidata.org/prop/direct/p613	12	OS grid reference	grid location reference from the Ordnance Survey National Grid reference system used in Great Britain
http://www.wikidata.org/prop/direct/p7305	12	Online PWN Encyclopedia ID	identifier for an entry in the online release of the Online PWN Encyclopedia
http://www.wikidata.org/prop/direct/p2037	11	GitHub account	account of this project, person or organization on GitHub
http://www.wikidata.org/prop/direct/p3430	11	SNAC ARK ID	identifier for items in the Social Networks and Archival Context system
http://www.wikidata.org/prop/direct/p4173	11	Instagram location ID	identifier for a location on Instagram
http://www.wikidata.org/prop/direct/p8317	11	Philadelphia Museum of Art entity ID	identifier for a person or organization in the Philadelphia Museum of Art
http://www.wikidata.org/prop/direct/p8501	11	Gateway to Research organisation ID	identifier for an organisation in the UK Research and Innovation (UKRI)'s Gateway to Research (GtR) database of research funding
http://www.wikidata.org/prop/direct/p12485	10	British Listed Buildings ID	identifier for the British Listed Buildings website
http://www.wikidata.org/prop/direct/p1617	10	BBC Things ID	identifier in the BBC Things database, automatically enriched with Wikipedia and MusicBrainz content
http://www.wikidata.org/prop/direct/p1838	10	PSS-archi ID	identifier for a building in the PSS-archi database
http://www.wikidata.org/prop/direct/p1968	10	Foursquare City Guide venue ID	ID of a place in Foursquare City Guide
http://www.wikidata.org/prop/direct/p3221	10	New York Times topic ID	identifier of a topic at the New York Times website
http://www.wikidata.org/prop/direct/p4090	10	Biodiversity Repository ID	identifier of a repository, in the Biodiversity Repository database
http://www.wikidata.org/prop/direct/p6334	10	Agence photo RMN package ID	identifier for a museum, exhibition, collection, or theme, on the 'Agence photo de la Réunion des Musées nationaux et du Grand Palais' website
http://www.wikidata.org/prop/direct/p6385	10	Krugosvet article (archived)	link to article of Russian-language online encyclopedia
http://www.wikidata.org/prop/direct/p949	10	National Library of Israel ID (old)	former identifier for authority control used at the National Library of Israel. Replaced with 
http://www.wikidata.org/prop/direct/p1448	9	official name	official name of the subject in its official language(s)
http://www.wikidata.org/prop/direct/p2847	9	Google+ ID	Google Plus, account identifier of this person or organization: either starting with a 
http://www.wikidata.org/prop/direct/p6683	9	Alexander Turnbull Library ID	identifier for names in the Alexander Turnbull Library thesaurus module for unpublished collections
http://www.wikidata.org/prop/direct/p7085	9	TikTok username	this item's username on TikTok; do not include the “@” symbol
http://www.wikidata.org/prop/direct/p7700	9	Slovak National Library (VIAF) ID	authority id in Slovak National Library, a VIAF component (code SKMASNL)
http://www.wikidata.org/prop/direct/p9371	9	FranceArchives agent ID	identifier for a person on FranceArchives
http://www.wikidata.org/prop/direct/p10046	8	Apple Maps ID	identifier of a place in Apple Maps (either legacy numeric AUID or hex “place-id”)
http://www.wikidata.org/prop/direct/p10882	8	Met Constituent ID	identifier from the Metropolitan Museum of Art that describes people, institutions, or entities attributed for the creation of a work
http://www.wikidata.org/prop/direct/p12063	8	Pinakes institution ID	numeric identifier for an institution in the Pinakes database
http://www.wikidata.org/prop/direct/p2011	8	Cooper Hewitt person ID	identifier for a person or organization in the Cooper Hewitt (Smithsonian Institution) catalogue
http://www.wikidata.org/prop/direct/p3108	8	Yelp ID	identifier of a place, in Yelp.com
http://www.wikidata.org/prop/direct/p5019	8	Brockhaus Enzyklopädie online ID	identifier for an article in the online version of Brockhaus Enzyklopädie
http://www.wikidata.org/prop/direct/p6645	8	Stedelijk Museum Amsterdam ID	identifier for an artist on the Stedelijk Museum Amsterdam website
http://www.wikidata.org/prop/direct/p7846	8	Beta maṣāḥǝft ID	stable identifier of a resource linked to the Ethiopic manuscript tradition present in the Beta maṣāḥǝft research environment (https://betamasaheft.eu/)
http://www.wikidata.org/prop/direct/p8272	8	BaGLAMa GID	unique identifier of category in the BaGLAMa tool
http://www.wikidata.org/prop/direct/p8309	8	Yle topic ID	identifier for topics in Finland's national broadcaster Yle's web services
http://www.wikidata.org/prop/direct/p12016	7	Museo Italia ID	identifier for a touristic attraction in Italy on the website museionline.info (or 
http://www.wikidata.org/prop/direct/p1216	7	National Heritage List for England number	number on the National Heritage List for England
http://www.wikidata.org/prop/direct/p12749	7	SNARC ID	unique identifier for people, places and organisations represented in Welsh collections
http://www.wikidata.org/prop/direct/p1870	7	ARK Name Assigning Authority Number	identifier in the Archival Resource Key registry
http://www.wikidata.org/prop/direct/p3847	7	Open Library subject ID	identifier for a topic in the Open Library database
http://www.wikidata.org/prop/direct/p4133	7	Tourer.it ID	identifier for a cultural heritage site in Emilia-Romagna region in Italy, in the Tourer.it open data portal
http://www.wikidata.org/prop/direct/p4771	7	compArt institution ID	identifier for an institution in the compArt database Digital Art
http://www.wikidata.org/prop/direct/p4986	7	Routard.com place ID	identifier for a place on the Guide du routard website
http://www.wikidata.org/prop/direct/p5508	7	archINFORM person/group ID	identifier for a person or group on the archINFORM website
http://www.wikidata.org/prop/direct/p5739	7	Pontificia Università della Santa Croce ID	identifier for an entity in the online catalogue of the Pontifical University of the Holy Cross (PUSC)
http://www.wikidata.org/prop/direct/p6286	7	ICCD ID - S form	identifier for the Central Institute for Catalogues and Documentation (form type S)
http://www.wikidata.org/prop/direct/p7004	7	AtlasFor ID	identifier of a location or an architectural structure in the Atlas Landscapefor (Italian database of cultural heritage)
http://www.wikidata.org/prop/direct/p8519	7	RKD thesaurus ID	identifier in the RKD thesaurus (Rijksbureau voor Kunsthistorische Documentatie)
http://www.wikidata.org/prop/direct/p9434	7	Proveana ID	identifier for the provenance research database Proveana of the German Lost Art Foundation
http://www.wikidata.org/prop/direct/p10419	6	LastDodo-area-ID	identifier in LastDodo for a concept in collections of coins, stamps and postcards
http://www.wikidata.org/prop/direct/p11137	6	Reddit topic ID	identifier of a topic on Reddit
http://www.wikidata.org/prop/direct/p1278	6	Legal Entity Identifier	identifier for a legally distinct entity per ISO 17442
http://www.wikidata.org/prop/direct/p13030	6	Münzkabinett ID	identifier for coin-related entities (people etc.) in the database of the Münzkabinett Berlin
http://www.wikidata.org/prop/direct/p1481	6	vici.org ID	identifier on vici.org - archaeological atlas of antiquity
http://www.wikidata.org/prop/direct/p1699	6	SkyscraperPage building ID	identifier for a building in the SkyscraperPage database
http://www.wikidata.org/prop/direct/p2741	6	Tate artist ID	identifier of an artist in the Tate collection
http://www.wikidata.org/prop/direct/p2966	6	National Library of Wales Authority ID	identifier of persons, corporate entities and families in the National Library of Wales Archives and Manuscripts database
http://www.wikidata.org/prop/direct/p380	6	Mérimée ID	identifier for a monument in the Mérimée database of French cultural heritage
http://www.wikidata.org/prop/direct/p4272	6	DPLA subject term	term for an item's subject area in the Digital Public Library of America
http://www.wikidata.org/prop/direct/p5361	6	BNB person ID (OBSOLETE)	identifier of a person in the British National Bibliography (bnb.data.bl.uk)
http://www.wikidata.org/prop/direct/p6006	6	Museum Universe Data File ID	IMLS identifier for a museum, in the United States' 'Museum Universe Data File' (MUDF)
http://www.wikidata.org/prop/direct/p6058	6	Larousse ID	identifier for a subject on the 'Encyclopédie Larousse'
http://www.wikidata.org/prop/direct/p650	6	RKDartists ID	identifier in the RKDartists database (Rijksbureau voor Kunsthistorische Documentatie)
http://www.wikidata.org/prop/direct/p6706	6	De Agostini ID	identifier for a subject on the Enciclopedia De Agostini online
http://www.wikidata.org/prop/direct/p7003	6	ACMI ID	public identifiers used by the Australian Centre for the Moving Image
http://www.wikidata.org/prop/direct/p7400	6	LibraryThing author ID	identifier for an author on the LibraryThing website
http://www.wikidata.org/prop/direct/p7666	6	Visuotinė lietuvių enciklopedija ID	identifier for an item in the online edition of the Visuotinė lietuvių enciklopedija
http://www.wikidata.org/prop/direct/p9545	6	Encyclopedia of China (Second Edition) ID	identifier for an article in the online version of Encyclopedia of China (Second Edition)
http://www.wikidata.org/prop/direct/p9957	6	museum-digital place ID	identifier for a place in museum-digital's md:term vocabulary
http://www.wikidata.org/prop/direct/p10864	5	Bibale ID	numerical identifier for a person in the French database Bibale
http://www.wikidata.org/prop/direct/p13337	5	domain name	registered internet domain name that identifies this entity
http://www.wikidata.org/prop/direct/p1607	5	Dialnet author ID	identifier of an author in Dialnet
http://www.wikidata.org/prop/direct/p1751	5	Art UK collection ID	identifier for art collections, in the UK
http://www.wikidata.org/prop/direct/p2950	5	Nomisma ID	identifier in Nomisma.org, a linked open data thesaurus of numismatic concepts
http://www.wikidata.org/prop/direct/p3035	5	ISBN publisher prefix	part of an ISBN(‑13) specific to a publisher
http://www.wikidata.org/prop/direct/p3106	5	The Guardian topic ID	identifier for a topic at the Guardian newspaper website
http://www.wikidata.org/prop/direct/p3215	5	SIRET number	number of a French establishment
http://www.wikidata.org/prop/direct/p345	5	IMDb ID	identifier for the IMDb (with prefix 'tt', 'nm', 'co', 'ev', 'ch' or 'ni')
http://www.wikidata.org/prop/direct/p4959	5	paris.fr lieux ID	identifier for an equipment in Paris on the paris.fr/website
http://www.wikidata.org/prop/direct/p527	5	has part(s)	part of this subject; inverse property of 
http://www.wikidata.org/prop/direct/p5504	5	RISM ID	identifier for a person, institution, or source in the Répertoire International des Sources Musicales database; format: 
http://www.wikidata.org/prop/direct/p590	5	GNIS Feature ID	identifier for geographic objects in the United States and U.S. territories issued by the USGS. For objects in Antarctica, use Property:P804
http://www.wikidata.org/prop/direct/p6200	5	BBC News topic ID	identifier for a topic on the BBC News website
http://www.wikidata.org/prop/direct/p7039	5	National Library of Iceland ID	identifier for authority control managed by the National Library of Iceland
http://www.wikidata.org/prop/direct/p7522	5	SK cinema authority ID	identifier for a person, organisation, topic, event, genre or work title in the SK cinema authority file (Heslár SFÚ)
http://www.wikidata.org/prop/direct/p8167	5	WhatDoTheyKnow organisation ID	identifier for a British public organisation in the WhatDoTheyKnow database
http://www.wikidata.org/prop/direct/p8217	5	iDAI.gazetteer ID	identifier for a place in the database iDAI.gazetteer compiled by the German Archaeological Institute
http://www.wikidata.org/prop/direct/p8349	5	Proleksis enciklopedija ID	identifier for a topic in Proleksis enciklopedija
http://www.wikidata.org/prop/direct/p8750	5	Unione Romana Biblioteche Scientifiche ID	identifier for an authority in the catalog of the Unione Romana Biblioteche Scientifiche
http://www.wikidata.org/prop/direct/p10510	4	Arachne entity ID	identifier for an entity in the archaeological database Arachne, version 4
http://www.wikidata.org/prop/direct/p1149	4	Library of Congress Classification	subject classification number used in the Library of Congress Classification system; does not include the shelflisting portion assigned to individual publications
http://www.wikidata.org/prop/direct/p12040	4	J. Paul Getty Museum agent ID	identifier assigned to an agent by the J. Paul Getty Museum, replaces P2432
http://www.wikidata.org/prop/direct/p12361	4	Bluesky handle	account handle on Bluesky
http://www.wikidata.org/prop/direct/p13081	4	DDB institution ID	identifier for institutions registered with the German Digital Library (Deutsche Digitale Bibliothek)
http://www.wikidata.org/prop/direct/p13171	4	bequest income	the sum a organisations receives from bequests/legacies in a timeframe
http://www.wikidata.org/prop/direct/p13384	4	Clio-online organization ID	identifier for an organization in Clio-online
http://www.wikidata.org/prop/direct/p1813	4	short name	short name of a place, organisation, person, journal, Wikidata property, etc. Used by some Wikipedia templates
http://www.wikidata.org/prop/direct/p1889	4	different from	item that is different from another item, with which it may be confused
